"","speciesName_globi","canonicalName_GBIF.canonicalName","canonicalName_GBIF.scientificName","kingdom.kingdom","kingdom.matchType","usageKey"
"1111","Anungitea heterospora",Anungitea heterospora,NA,Fungi,NA, 2617579
"1112","Aonchotheca caudinflata",Aonchotheca caudinflata,NA,Animalia,NA, 4553994
"1113","Aonidiella aurantii",Aonidiella aurantii,NA,Animalia,NA, 9198247
"1114","Aonidiella citrina",Aonidiella citrina,NA,Animalia,NA, 8194699
"1115","Aonidiella orientalis",Aonidiella orientalis,NA,Animalia,NA, 2083015
"1116","Aotus trivirgatus",Aotus trivirgatus,NA,Animalia,NA, 5219590
"1117","Apalis rufogularis",Apalis rufogularis,NA,Animalia,NA, 2492712
"1118","Apallates coxendix",Apallates coxendix,NA,Animalia,NA, 1493173
"1119","Apamea castanea",NA,Apamea castanea Grote, 1874,NA,EXACT, 1796001
"1120","Apatelodes torrefacta",Apatelodes torrefacta,NA,Animalia,NA,10100176
"1121","Apatemon gracilis",Apatemon gracilis,NA,Animalia,NA,10168916
"1122","Apatura ilia",Apatura ilia,NA,Animalia,NA, 8138711
"1123","Apatura iris",Apatura iris,NA,Animalia,NA, 5131910
"1124","Apechthis zapoteca",Apechthis zapoteca,NA,Animalia,NA, 1277497
"1125","Apeira syringaria",Apeira syringaria,NA,Animalia,NA, 1962860
"1126","Aphaenogaster senilis",Aphaenogaster senilis,NA,Animalia,NA, 1316075
"1127","Aphanobasidium filicinum",Aphanobasidium filicinum,NA,Fungi,NA, 2550213
"1128","Aphanobasidium pseudotsugae",Aphanobasidium pseudotsugae,NA,Fungi,NA, 2550201
"1129","Aphanobasidium subnitens",Aphanobasidium subnitens,NA,Fungi,NA, 8148203
"1130","Aphanostephus ramosissimus",Aphanostephus ramosissimus,NA,Plantae,NA, 3092720
"1131","Aphanostigme trichophilus",Aphanostigme trichophilus,NA,Fungi,NA, 3527220
"1132","Aphantopus hyperantus",Aphantopus hyperantus,NA,Animalia,NA, 1896841
"1133","Aphelenchoides fragariae",Aphelenchoides fragariae,NA,Animalia,NA, 4559460
"1134","Aphelia ochreana",Aphelia ochreana,NA,Animalia,NA, 5104597
"1135","Aphelia paleana",Aphelia paleana,NA,Animalia,NA, 1748321
"1136","Aphelia unitana",Aphelia unitana,NA,Animalia,NA, 7588222
"1137","Aphelinus chaonia",Aphelinus chaonia,NA,Animalia,NA, 1364088
"1138","Aphelinus gossypii",Aphelinus gossypii,NA,Animalia,NA, 1363999
"1139","Aphelinus mali",Aphelinus mali,NA,Animalia,NA, 1364062
"1140","Aphelinus meridionalis",Aphelinus meridionalis,NA,Animalia,NA, 1364075
"1141","Aphelinus subflavescens",Aphelinus subflavescens,NA,Animalia,NA, 1364031
"1142","Aphelocoma californica",Aphelocoma californica,NA,Animalia,NA, 2482414
"1143","Aphidecta obliterata",Aphidecta obliterata,NA,Animalia,NA, 1043472
"1144","Aphidius aquilus",Aphidius aquilus,NA,Animalia,NA, 1269148
"1145","Aphidius transcaspicus",NA,Aphidius transcaspicus Telenga, 1958,NA,EXACT, 1269249
"1146","Aphidoletes thompsoni",Aphidoletes thompsoni,NA,Animalia,NA, 1598928
"1147","Aphis (Aphis) annuae",Aphis annuae,NA,Animalia,NA, 4385956
"1148","Aphis (Aphis) fabae",Aphis,NA,Animalia,NA, 2049562
"1149","Aphis (Bursaphis) grossulariae",Aphis grossulariae,NA,Animalia,NA, 2072586
"1150","Aphis craccivora",Aphis craccivora,NA,Animalia,NA, 2072061
"1151","Aphis cytisorum",Aphis cytisorum,NA,Animalia,NA, 2072677
"1152","Aphis fabae",Aphis,NA,Animalia,NA, 2049562
"1153","Aphis gossypii",Aphis,NA,Animalia,NA, 2049562
"1154","Aphis grossulariae",Aphis grossulariae,NA,Animalia,NA, 2072586
"1155","Aphis hederae",Aphis hederae,NA,Animalia,NA, 2072752
"1156","Aphis idaei",Aphis idaei,NA,Animalia,NA, 2072579
"1157","Aphis illinoisensis",Aphis illinoisensis,NA,Animalia,NA, 2072474
"1158","Aphis nerii",Aphis nerii,NA,Animalia,NA, 2072196
"1159","Aphis spiraecola",Aphis spiraecola,NA,Animalia,NA, 2072761
"1160","Aphloia theiformis",Aphloia theiformis,NA,Plantae,NA, 7274054
"1161","Aphodius (Ammoecius) brevis",Scarabaeidae,NA,Animalia,NA,    5840
"1162","Aphodius (Aphodius) foetens",NA,Aphodius foetens (Fabricius, 1787),NA,EXACT, 1066686
"1163","Aphodius (Calomosternus) granarius",NA,Aphodius granarius Linnaeus, 1767,NA,EXACT, 1070539
"1164","Aphodius (Euorodalus) coenosus",NA,Aphodius coenosus Ahrens, 1812,NA,EXACT, 1068397
"1165","Aphodius (Melinopterus) prodromus",NA,Aphodius prodromus (Brahm, 1790),NA,EXACT, 1069172
"1166","Aphodius (Nimbus) obliteratus",Aphodius obliteratus,NA,Animalia,NA,10838355
"1167","Aphodius (Otophorus) haemorrhoidalis",NA,Aphodius haemorrhoidalis (Linnaeus, 1758),NA,EXACT, 1068979
"1168","Aphodius (Plagiogonus) arenarius",NA,Aphodius arenarius (Olivier, 1789),NA,EXACT, 6097737
"1169","Aphodius (Teuchestes) fossor",NA,Aphodius fossor (Linnaeus, 1758),NA,EXACT, 5875463
"1170","Aphodius (Trichonotulus) scrofa",NA,Aphodius scrofa (Fabricius, 1787),NA,EXACT, 5875453
"1171","Aphodius fimetarius",Aphodius fimetarius,NA,Animalia,NA, 1067409
"1172","Aphodius fossor",NA,Aphodius fossor (Linnaeus, 1758),NA,EXACT, 5875463
"1173","Aphodius obliteratus",Aphodius obliteratus,NA,Animalia,NA,10838355
"1174","Aphrissa statira",Aphrissa statira,NA,Animalia,NA, 1920571
"1175","Aphrodes bicincta",Aphrodes bicincta,NA,Animalia,NA, 4484106
"1176","Aphrodes makarovi",Aphrodes makarovi,NA,Animalia,NA, 4484105
"1177","Aphrodita aculeata",Aphrodita aculeata,NA,Animalia,NA, 5194803
"1178","Aphrophora alni",Aphrophora alni,NA,Animalia,NA, 2016266
"1179","Aphrophora salicina",Aphrophora salicina,NA,Animalia,NA, 4482772
"1180","Aphthona nigriceps",Aphthona nigriceps,NA,Animalia,NA, 4462602
"1181","Aphycus apicalis",Aphycus apicalis,NA,Animalia,NA, 1373607
"1182","Aphytis abnormis",Aphytis abnormis,NA,Animalia,NA, 1364756
"1183","Aphytis aonidiae",Aphytis aonidiae,NA,Animalia,NA, 1364636
"1184","Aphytis chilensis",Aphytis chilensis,NA,Animalia,NA, 1364694
"1185","Aphytis chrysomphali",Aphytis chrysomphali,NA,Animalia,NA, 1364787
"1186","Aphytis comperei",Aphytis comperei,NA,Animalia,NA, 1364801
"1187","Aphytis diaspidis",Aphytis diaspidis,NA,Animalia,NA, 1364769
"1188","Aphytis fioriniae",Aphytis fioriniae,NA,Animalia,NA, 1364810
"1189","Aphytis japonicus",Aphytis japonicus,NA,Animalia,NA, 1364669
"1190","Aphytis luteus",Aphytis luteus,NA,Animalia,NA, 1364742
"1191","Aphytis maculicornis",Aphytis maculicornis,NA,Animalia,NA, 1364623
"1192","Aphytis melinus",Aphytis melinus,NA,Animalia,NA, 1364706
"1193","Aphytis merceti",Aphytis merceti,NA,Animalia,NA, 1364718
"1194","Aphytis mytilaspidis",Aphytis mytilaspidis,NA,Animalia,NA, 1364719
"1195","Aphytis proclia",Aphytis proclia,NA,Animalia,NA, 1364656
"1196","Aphytis theae",Aphytis theae,NA,Animalia,NA, 1364654
"1197","Aphytis vandenboschi",Aphytis vandenboschi,NA,Animalia,NA, 9107730
"1198","Aphytis yasumatsui",Aphytis yasumatsui,NA,Animalia,NA, 1364708
"1199","Apicystis bombi",Apicystis bombi,NA,Animalia,NA,11162947
"1200","Apiloscatopse flavicollis",Apiloscatopse flavicollis,NA,Animalia,NA, 4522232
"1201","Apiloscatopse picea",Apiloscatopse picea,NA,Animalia,NA, 4522246
"1202","Apiloscatopse scutellata",Apiloscatopse scutellata,NA,Animalia,NA, 4522229
"1203","Apiognomonia acerina",Apiognomonia acerina,NA,Fungi,NA, 3448085
"1204","Apiognomonia errabunda",Apiognomonia errabunda,NA,Fungi,NA, 2566443
"1205","Apiognomonia erythrostoma",Apiognomonia erythrostoma,NA,Fungi,NA, 2566465
"1206","Apiognomonia hystrix",Apiognomonia hystrix,NA,Fungi,NA, 9140296
"1207","Apiomerus californicus",Apiomerus californicus,NA,Animalia,NA, 8741006
"1208","Apiomerus flaviventris",Apiomerus flaviventris,NA,Animalia,NA, 2008759
"1209","Apiomerus spissipes",Apiomerus spissipes,NA,Animalia,NA, 2008768
"1210","Apion cruentatum",Apion cruentatum,NA,Animalia,NA, 1248219
"1211","Apion frumentarium",Apion frumentarium,NA,Animalia,NA, 9795476
"1212","Apion pisi",NA,Apion pisi (Fabricius, 1801),NA,EXACT, 1248354
"1213","Apion semivittatum",NA,Apion semivittatum Gyllenhal, 1833,NA,EXACT, 1248600
"1214","Apion violaceum",Perapion,NA,Animalia,NA, 4290684
"1215","Apioperdon pyriforme",Apioperdon pyriforme,NA,Fungi,NA,10852503
"1216","Apioporthe vepris",NA,Apioporthe vepris (Lacroix) Wehm.,NA,EXACT, 8572379
"1217","Apios americana",Apios americana,NA,Plantae,NA, 2966796
"1218","Apiosporina morbosa",Apiosporina morbosa,NA,Fungi,NA, 5262861
"1219","Apiosporopsis carpinea",Apiosporopsis carpinea,NA,Fungi,NA, 8932203
"1220","Apis cerana",Apis cerana,NA,Animalia,NA, 1341979
"1221","Apis cerana ",Apis cerana,NA,Animalia,NA, 1341979
"1222","Apis dorsata",Apis dorsata,NA,Animalia,NA, 1341978
"1223","Apis florea",Apis florea,NA,Animalia,NA, 1341974
"1224","Apis koschevnikovi",Apis koschevnikovi,NA,Animalia,NA, 1341977
"1225","Apis mellifera",Apis mellifera,NA,Animalia,NA, 1341976
"1226","Apis mellifera ",Apis mellifera,NA,Animalia,NA, 1341976
"1227","Apium graveolens",Apium graveolens,NA,Plantae,NA, 5371879
"1228","Apium nodiflorum",NA,Apium nodiflorum (L.) Rchb.fil.,NA,EXACT, 5371882
"1229","Apleurotropis kumatai",Apleurotropis kumatai,NA,Animalia,NA, 1384432
"1230","Aplomya confinis",Aplomya confinis,NA,Animalia,NA, 1474793
"1231","Aplosporella alnicola",Aplosporella alnicola,NA,Fungi,NA, 2611270
"1232","Aplosporella chlorostroma",Aplosporella,NA,Fungi,NA, 2567434
"1233","Aplosporella eriobotryae",Aplosporella eriobotryae,NA,Fungi,NA, 2611249
"1234","Aplosporella gleditschiicola",Aplosporella gleditschiicola,NA,Fungi,NA, 3517751
"1235","Aplosporella mori",Aplosporella mori,NA,Fungi,NA, 2611317
"1236","Aplosporella peckii",Aplosporella peckii,NA,Fungi,NA, 3517601
"1237","Aplosporella robiniae",Aplosporella robiniae,NA,Fungi,NA, 3517732
"1238","Aplosporella rosarum",Aplosporella rosarum,NA,Fungi,NA, 3517653
"1239","Aplosporella salicicola",Aplosporella salicicola,NA,Fungi,NA, 2611272
"1240","Aplosporella symphoricarpi",Aplosporella,NA,Fungi,NA, 2567434
"1241","Aplosporella tecomae",Aplosporella tecomae,NA,Fungi,NA, 2611286
"1242","Apocynum androsaemifolium",Apocynum androsaemifolium,NA,Plantae,NA, 3169816
"1243","Apocynum cannabinum",Apocynum cannabinum,NA,Plantae,NA, 3169790
"1244","Apodemus flavicollis",Apodemus flavicollis,NA,Animalia,NA, 2437756
"1245","Apodemus flavicollis polyomavirus 1",Apodemus flavicollis polyomavirus 1,NA,incertae sedis,NA,11661590
"1246","Apodemus sylvaticus",Apodemus sylvaticus,NA,Animalia,NA, 2437760
"1247","Apodemus uralensis",Apodemus uralensis,NA,Animalia,NA, 2437775
"1248","Apoderus coryli",Apoderus coryli,NA,Animalia,NA, 1171988
"1249","Apolonia tigipioensis",Apolonia tigipioensis,NA,Animalia,NA, 6915134
"1250","Apophallus microsoma",Apophallus microsoma,NA,Animalia,NA, 7910481
"1251","Aporia crataegi",Aporia crataegi,NA,Animalia,NA, 1920218
"1252","Aporosa octandra",Aporosa octandra,NA,Plantae,NA, 5383369
"1253","Aporrectodea rosea",Aporrectodea rosea,NA,Animalia,NA, 2307760
"1254","Aposphaeria inophila",Aposphaeria,NA,Fungi,NA, 2614169
"1255","Aposphaeria labens",Aposphaeria labens,NA,Fungi,NA, 5514324
"1256","Aposphaeria pulviscula",Aposphaeria pulviscula,NA,Fungi,NA, 5263276
"1257","Appendiculella calostroma",Appendiculella calostroma,NA,Fungi,NA, 2610981
"1258","Appendiseta robiniae",Appendiseta robiniae,NA,Animalia,NA, 2069916
"1259","Appias indra",Appias indra,NA,Animalia,NA, 5137920
"1260","Appias libythea",Appias libythea,NA,Animalia,NA, 5137926
"1261","Appias lyncida",Appias lyncida,NA,Animalia,NA, 5137938
"1262","Apple chlorotic leaf spot virus",Apple chlorotic leaf spot virus,NA,incertae sedis,NA, 9838954
"1263","Apple scar skin viroid",Apple scar skin viroid,NA,Viruses,NA,10202109
"1264","Apple stem grooving virus",Apple stem grooving virus,NA,incertae sedis,NA,10486392
"1265","Apple stem pitting virus",Apple stem pitting virus,NA,incertae sedis,NA,10543991
"1266","Apricot latent ringspot virus",Apricot latent ringspot virus,NA,incertae sedis,NA, 9999884
"1267","Aprostocetus aethiops",Aprostocetus aethiops,NA,Animalia,NA, 1387241
"1268","Aprostocetus albae",Aprostocetus albae,NA,Animalia,NA, 1387114
"1269","Aprostocetus alveatus",Aprostocetus alveatus,NA,Animalia,NA, 1387101
"1270","Aprostocetus brachycerus",Aprostocetus brachycerus,NA,Animalia,NA, 1387144
"1271","Aprostocetus ceroplastae",Aprostocetus ceroplastae,NA,Animalia,NA, 1387369
"1272","Aprostocetus cerricola",Aprostocetus cerricola,NA,Animalia,NA, 4498823
"1273","Aprostocetus clavicornis",Aprostocetus clavicornis,NA,Animalia,NA, 1387749
"1274","Aprostocetus coccidiphagus",Aprostocetus coccidiphagus,NA,Animalia,NA, 1387176
"1275","Aprostocetus collega",Aprostocetus collega,NA,Animalia,NA, 1387820
"1276","Aprostocetus diversus",Aprostocetus diversus,NA,Animalia,NA, 4498818
"1277","Aprostocetus domenichinii",Aprostocetus domenichinii,NA,Animalia,NA, 4498796
"1278","Aprostocetus elongatus",Aprostocetus elongatus,NA,Animalia,NA, 4498953
"1279","Aprostocetus luteus",Aprostocetus luteus,NA,Animalia,NA, 1387374
"1280","Aprostocetus lycidas",Aprostocetus lycidas,NA,Animalia,NA, 1387349
"1281","Aprostocetus mycerinus",Aprostocetus mycerinus,NA,Animalia,NA, 1387522
"1282","Aprostocetus roesellae",Aprostocetus roesellae,NA,Animalia,NA, 1387477
"1283","Aprostocetus rubi",Aprostocetus rubi,NA,Animalia,NA, 1387399
"1284","Aprostocetus strobilus",Aprostocetus,NA,Animalia,NA, 1386834
"1285","Aprostocetus trjapitzini",Aprostocetus trjapitzini,NA,Animalia,NA, 1387465
"1286","Aprostocetus zosimus",Aprostocetus zosimus,NA,Animalia,NA, 1387274
"1287","Aprutides guidettii",Aprutides guidetti,NA,Animalia,NA, 4559500
"1288","Aprutides martuccii",Aprutides martucci,NA,Animalia,NA, 4559501
"1289","Apsectrotanypus trifascipennis",Apsectrotanypus trifascipennis,NA,Animalia,NA, 1450281
"1290","Apteragia quadrispiculata",NA,Apteragia quadrispiculata Jansen, 1958,NA,EXACT, 2283509
"1291","Aquarius remigis",Aquarius remigis,NA,Animalia,NA, 5154117
"1292","Aquila adalberti",Aquila adalberti,NA,Animalia,NA, 2480510
"1293","Aquila audax",Aquila audax,NA,Animalia,NA, 5229181
"1294","Aquila chrysaetos",Aquila chrysaetos,NA,Animalia,NA, 2480506
"1295","Aquila fasciata",Aquila fasciata,NA,Animalia,NA, 5844449
"1296","Aquila heliaca",Aquila heliaca,NA,Animalia,NA, 2480500
"1297","Aquila nipalensis",Aquila nipalensis,NA,Animalia,NA, 2480513
"1298","Aquila pomarina",Aquila pomarina,NA,Animalia,NA, 2480505
"1299","Aquilaria sinensis",Aquilaria sinensis,NA,Plantae,NA, 5523984
"1300","Aquilegia flavescens",Aquilegia flavescens,NA,Plantae,NA, 3033208
"1301","Aquilegia vulgaris",Aquilegia vulgaris,NA,Plantae,NA, 3033191
"1302","Arabis mosaic virus",Arabis mosaic virus,NA,incertae sedis,NA,10591262
"1303","Arachnopeziza aranea",Arachnopeziza aranea,NA,Fungi,NA, 2585551
"1304","Arachnopeziza aurelia",Arachnopeziza aurelia,NA,Fungi,NA, 2585535
"1305","Arachnopeziza eriobasis",Arachnopeziza eriobasis,NA,Fungi,NA, 2585541
"1306","Aradus fuscomaculatus",Aradus fuscomaculatus,NA,Animalia,NA, 2020054
"1307","Araecerus fasciculatus",Araecerus fasciculatus,NA,Animalia,NA, 1166198
"1308","Aragoa abietina",Aragoa abietina,NA,Plantae,NA, 3741986
"1309","Aralia californica",Aralia californica,NA,Plantae,NA, 3037060
"1310","Aralia cordata",Aralia cordata,NA,Plantae,NA, 3037015
"1311","Aralia elata",Aralia elata,NA,Plantae,NA, 3036892
"1312","Aralia racemosa",Aralia racemosa,NA,Plantae,NA, 3036958
"1313","Araneus diadematus",Araneus diadematus,NA,Animalia,NA, 2160133
"1314","Araneus pallidus",Araneus pallidus,NA,Animalia,NA, 2160179
"1315","Araniella cucurbitina",Araniella cucurbitina,NA,Animalia,NA, 2158384
"1316","Araschnia levana",Araschnia levana,NA,Animalia,NA, 1902533
"1317","Arboridia apicalis",Arboridia apicalis,NA,Animalia,NA, 2034444
"1318","Arbutus menziesii",Arbutus menziesii,NA,Plantae,NA, 2882802
"1319","Arbutus unedo",Arbutus unedo,NA,Plantae,NA, 2882803
"1320","Arcanobacterium haemolyticum",Arcanobacterium haemolyticum,NA,Bacteria,NA, 3225738
"1321","Arcanobacterium pluranimalium",Arcanobacterium pluranimalium,NA,Bacteria,NA, 3225741
"1322","Arcanobacterium pyogenes",NA,Arcanobacterium pyogenes (Glage, 1903) Pascual Ramos et al., 1997,NA,EXACT, 3225743
"1323","Arceuthobium douglasii",Arceuthobium douglasii,NA,Plantae,NA, 2889850
"1324","Archaeolacerta bedriagae",Archaeolacerta bedriagae,NA,Animalia,NA, 9107061
"1325","Archaeopsylla erinacei",Archaeopsylla erinacei,NA,Animalia,NA, 1419537
"1326","Archanara geminipuncta",NA,Archanara geminipuncta (Haworth, 1809),NA,EXACT, 1789894
"1327","Archilochus alexandri",Archilochus alexandri,NA,Animalia,NA, 5228513
"1328","Archilochus colubris",Archilochus colubris,NA,Animalia,NA, 5228514
"1329","Archips argyrospila",Archips argyrospila,NA,Animalia,NA, 4302202
"1330","Archips cerasivorana",Archips cerasivorana,NA,Animalia,NA, 1746763
"1331","Archips crataegana",Archips crataegana,NA,Animalia,NA, 8237710
"1332","Archips fuscocupreanus",Archips fuscocupreana,NA,Animalia,NA, 1746806
"1333","Archips machlopis",Archips machlopis,NA,Animalia,NA, 1746778
"1334","Archips micaceana",Archips micaceana,NA,Animalia,NA, 1746893
"1335","Archips mimicus",Archips mimicus,NA,Animalia,NA, 1746793
"1336","Archips podana",Archips podana,NA,Animalia,NA, 1746832
"1337","Archips purpurana",Archips purpurana,NA,Animalia,NA, 1746927
"1338","Archips rosana",Archips rosana,NA,Animalia,NA, 1746856
"1339","Archips viola",Archips viola,NA,Animalia,NA, 1746951
"1340","Archips xylosteana",Archips xylosteana,NA,Animalia,NA, 1746876
"1341","Archytas analis",Archytas analis,NA,Animalia,NA, 9665622
"1342","Archytas apicifer",Archytas apicifer,NA,Animalia,NA, 1461706
"1343","Arcobacter butzleri",Arcobacter butzleri,NA,Bacteria,NA, 3223377
"1344","Arcobacter cibarius",Arcobacter cibarius,NA,Bacteria,NA, 3223376
"1345","Arcobacter cryaerophilus",Arcobacter cryaerophilus,NA,Bacteria,NA, 3223372
"1346","Arcobacter lanthieri",Arcobacter lanthieri,NA,Bacteria,NA, 8929245
"1347","Arcobacter skirrowii",Arcobacter skirrowii,NA,Bacteria,NA, 3223375
"1348","Arctia caja",Arctia caja,NA,Animalia,NA, 5115874
"1349","Arctia villica",Arctia villica,NA,Animalia,NA, 5115818
"1350","Arctium lappa",Arctium lappa,NA,Plantae,NA, 7353729
"1351","Arctium minus",Arctium minus,NA,Plantae,NA, 5393103
"1352","Arctium tomentosum",Arctium tomentosum,NA,Plantae,NA, 5393080
"1353","Arctornis anserella",Arctornis anserella,NA,Animalia,NA, 1819500
"1354","Arctornis kumatai",Arctornis,NA,Animalia,NA, 1819372
"1355","Arctostaphylos auriculata",Arctostaphylos auriculata,NA,Plantae,NA, 2882566
"1356","Arctostaphylos columbiana",Arctostaphylos columbiana,NA,Plantae,NA, 2882619
"1357","Arctostaphylos crustacea",Arctostaphylos crustacea,NA,Plantae,NA, 6399621
"1358","Arctostaphylos edmundsii",Arctostaphylos edmundsii,NA,Plantae,NA, 2882520
"1359","Arctostaphylos glauca",Arctostaphylos glauca,NA,Plantae,NA, 2882607
"1360","Arctostaphylos hookeri",Arctostaphylos hookeri,NA,Plantae,NA, 2882544
"1361","Arctostaphylos manzanita",Arctostaphylos manzanita,NA,Plantae,NA, 2882567
"1362","Arctostaphylos montana",NA,Arctostaphylos montana Eastw.,NA,EXACT, 6399439
"1363","Arctostaphylos pallida",Arctostaphylos pallida,NA,Plantae,NA, 2882564
"1364","Arctostaphylos patula",Arctostaphylos patula,NA,Plantae,NA, 2882612
"1365","Arctostaphylos pilosula",Arctostaphylos pilosula,NA,Plantae,NA, 2882514
"1366","Arctostaphylos pringlei",Arctostaphylos pringlei,NA,Plantae,NA, 2882624
"1367","Arctostaphylos pungens",Arctostaphylos pungens,NA,Plantae,NA, 2882572
"1368","Arctostaphylos silvicola",Arctostaphylos silvicola,NA,Plantae,NA, 2882524
"1369","Arctostaphylos uva-ursi",Arctostaphylos uva-ursi,NA,Plantae,NA, 2882580
"1370","Arctostaphylos viscida",Arctostaphylos viscida,NA,Plantae,NA, 2882505
"1371","Arctotheca calendula",Arctotheca calendula,NA,Plantae,NA, 3114986
"1372","Arctotheca prostrata",Arctotheca prostrata,NA,Plantae,NA, 3114978
"1373","Arcyria",Arcyria,NA,Protozoa,NA, 3212808
"1374","Arcyria incarnata",Arcyria incarnata,NA,Protozoa,NA, 8591728
"1375","Arcyria obvelata",Arcyria obvelata,NA,Protozoa,NA, 3215194
"1376","Arcytophyllum nitidum",Arcytophyllum nitidum,NA,Plantae,NA, 2892716
"1377","Ardea alba",Ardea alba,NA,Animalia,NA, 9752617
"1378","Ardea cinerea",Ardea cinerea,NA,Animalia,NA, 9797180
"1379","Ardea herodias",Ardea herodias,NA,Animalia,NA, 9630752
"1380","Ardea purpurea",Ardea purpurea,NA,Animalia,NA, 2480934
"1381","Arenaria lanuginosa",Arenaria lanuginosa,NA,Plantae,NA, 5384489
"1382","Argas arboreus",Argas arboreus,NA,Animalia,NA, 2184855
"1383","Argas miniatus",Argas miniatus,NA,Animalia,NA, 2184910
"1384","Argas persicus",Argas persicus,NA,Animalia,NA, 2184918
"1385","Arge cyanocrocea",Arge cyanocrocea,NA,Animalia,NA, 5868173
"1386","Arge gracilicornis",Arge gracilicornis,NA,Animalia,NA, 6096915
